sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
390000.0,444824.6,2020,"House",459215.5,12,205,"Latrobe - Gippsland",420000.0
1332250.0,1630975.0,2020,"House",1685564.0,12,206,"Melbourne - Inner",1280000.0
1476000.0,1734483.0,2020,"House",1728644.0,12,207,"Melbourne - Inner East",1391250.0
1330000.0,1595677.0,2020,"House",1554087.0,12,208,"Melbourne - Inner South",1250000.0
735000.0,837348.9,2020,"House",679809.3,12,209,"Melbourne - North East",587962.5
651000.0,731251.2,2020,"House",624840.8,12,210,"Melbourne - North West",560000.0
790000.0,865256.5,2020,"House",844226.3,12,211,"Melbourne - Outer East",750000.0
670000.0,779657.1,2020,"House",654634.6,12,212,"Melbourne - South East",577000.0
617000.0,679964.4,2020,"House",580965.5,12,213,"Melbourne - West",539500.0
751000.0,987715.8,2020,"House",968104.9,12,214,"Mornington Peninsula",720000.0
288500.0,315711.0,2020,"House",285433.6,12,215,"North West",259000.0
340000.0,382354.4,2020,"House",385510.1,12,216,"Shepparton",354915.0
375000.0,428196.5,2020,"House",449395.3,12,217,"Warrnambool And South West",379000.0
410000.0,485078.0,2020,"House",475520.9,12,501,"Bunbury",399000.0
390000.0,439272.9,2020,"House",439655.9,12,502,"Mandurah",372790.0
947000.0,1174136.0,2020,"House",1203380.0,12,503,"Perth - Inner",900000.0
445450.0,486716.1,2020,"House",478888.0,12,504,"Perth - North East",430000.0
525000.0,591712.6,2020,"House",552475.6,12,505,"Perth - North West",485000.0
464999.0,528183.4,2020,"House",515665.0,12,506,"Perth - South East",439000.0
485000.0,592151.8,2020,"House",578299.7,12,507,"Perth - South West",459000.0
410000.0,434644.8,2020,"House",412906.4,12,510,"Western Australia - Outback (North)",379000.0
345000.0,370357.4,2020,"House",468420.5,12,511,"Western Australia - Outback (South)",320000.0
377500.0,409334.4,2020,"House",378842.4,12,509,"Western Australia - Wheat Belt",339000.0
sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
895000,1059651,2021,House,933006,12,801,Australian Capital Territory,788000
660000,731310.4,2021,House,761723.8,12,101,Capital Region,680000
846000,1012273,2021,House,911098.9,12,102,Central Coast,780000
498000,543751.7,2021,House,551379.3,12,103,Central West,500000
655000,716706.4,2021,House,732739.4,12,104,Coffs Harbour - Grafton,649000
270000,312684,2021,House,313027.2,12,105,Far West And Orana,259000
564000,614539.3,2021,House,603336.1,12,106,Hunter Valley Exc Newcastle,569000
875000,1055526,2021,House,984208.3,12,107,Illawarra,800000
595000,667471.5,2021,House,663379.1,12,108,Mid North Coast,589000
425000,490185,2021,House,476083.4,12,109,Murray,429022
350000,388349,2021,House,400514.3,12,110,New England And North West,359000
760000,880465.9,2021,House,817992.8,12,111,Newcastle And Lake Macquarie,700000
820000,1055929,2021,House,1064269,12,112,Richmond - Tweed,757500
410000,447624.2,2021,House,468657.7,12,113,Riverina,420000
830000,1054741,2021,House,1070121,12,114,Southern Highlands And Shoalhaven,803365
1574000,1678442,2021,House,1303372,12,115,Sydney - Baulkham Hills And Hawkesbury,1114221
900000,968912.4,2021,House,908133.8,12,116,Sydney - Blacktown,850500
1842500,2122772,2021,House,2063113,12,117,Sydney - City And Inner South,1735000
3600000,4561902,2021,House,5133962,12,118,Sydney - Eastern Suburbs,3500000
1315000,1448662,2021,House,1322412,12,119,Sydney - Inner South West,1180000
2200000,2471105,2021,House,2493506,12,120,Sydney - Inner West,2000000
2750000,3203855,2021,House,3145852,12,121,Sydney - North Sydney And Hornsby,2450000
2650000,3129069,2021,House,3174075,12,122,Sydney - Northern Beaches,2590000
788500,863189,2021,House,880010.7,12,123,Sydney - Outer South West,780000
811000,880385.6,2021,House,884141.3,12,124,Sydney - Outer West And Blue Mountains,789000
1115000,1207653,2021,House,1120782,12,125,Sydney - Parramatta,989000
2172000,2357992,2021,House,2131650,12,126,Sydney - Ryde,1900000
895000,1001494,2021,House,968314.7,12,127,Sydney - South West,849000
1562000,1780192,2021,House,1738950,12,128,Sydney - Sutherland,1400000
572000,640289,2021,House,612514.1,12,701,Darwin,565000
442500,638580.6,2021,House,475176.5,12,702,Northern Territory - Outback,445000
700000,787311.3,2021,House,728095.4,12,301,Brisbane - East,650000
770000,828288.6,2021,House,752008.7,12,302,Brisbane - North,696780.5
875000,977783.1,2021,House,845191.9,12,303,Brisbane - South,749772
920000,1114169,2021,House,1104964,12,304,Brisbane - West,850000
1315000,1533862,2021,House,1473811,12,305,Brisbane Inner City,1199000
450000,515930,2021,House,555249.3,12,306,Cairns,439000
355000,394503.8,2021,House,404995.5,12,308,Central Queensland,350000
280000,313704.9,2021,House,324397.4,12,307,Darling Downs - Maranoa,289000
830000,1079920,2021,House,1032664,12,309,Gold Coast,750000
444000,484680.5,2021,House,470736.6,12,310,Ipswich,446537
484850,544673.4,2021,House,577264.8,12,311,Logan - Beaudesert,458429
400000,439529.8,2021,House,446088.8,12,312,MacKay - Isaac - Whitsunday,395000
555000,637754.8,2021,House,605455.9,12,313,Moreton Bay - North,534800
635000,705221.8,2021,House,654065.9,12,314,Moreton Bay - South,581500
247000,263364.4,2021,House,314400,12,315,Queensland - Outback,278000
875000,1083765,2021,House,1028439,12,316,Sunshine Coast,800000
440000,498250.7,2021,House,766737.2,12,317,Toowoomba,429000
350000,381994.1,2021,House,384030.8,12,318,Townsville,350000
385000,419580.9,2021,House,427644.3,12,319,Wide Bay,389000
740000,901409.9,2021,House,836360.8,12,401,Adelaide - Central And Hills,607000
425000,445128.9,2021,House,419181.3,12,402,Adelaide - North,399000
564482.5,647218,2021,House,590634.3,12,403,Adelaide - South,500000
620000,691622.3,2021,House,628952.8,12,404,Adelaide - West,556500
282000,313150.4,2021,House,316802.2,12,405,Barossa - Yorke - Mid North,295000
240000,264021.4,2021,House,283681.7,12,406,South Australia - Outback,250000
335000,380897.9,2021,House,394983.9,12,407,South Australia - South East,349000
632000,708430.1,2021,House,678089.1,12,601,Hobart,595000
450500,497189,2021,House,514206,12,602,Launceston And North East,449000
475000,524593,2021,House,593225.3,12,603,South East,495000
365000,388891.6,2021,House,420189.9,12,604,West And North West,379000
530000,621485.8,2021,House,585770.1,12,201,Ballarat,506900
550000,618384.3,2021,House,611009.3,12,202,Bendigo,526700
749000,961260.8,2021,House,748420.1,12,203,Geelong,600000
485000,553062.8,2021,House,583723.9,12,204,Hume,500000
480000,540245.2,2021,House,562078.4,12,205,Latrobe - Gippsland,495696
1486000,1839316,2021,House,1725788,12,206,Melbourne - Inner,1300000
1660000,2016475,2021,House,1817224,12,207,Melbourne - Inner East,1450000
1605000,1898437,2021,House,1662060,12,208,Melbourne - Inner South,1370000
812000,934864.5,2021,House,723698.9,12,209,Melbourne - North East,612285
695000,800319.2,2021,House,676998.7,12,210,Melbourne - North West,599000
925000,1020560,2021,House,945113.5,12,211,Melbourne - Outer East,820000
730000,861395.3,2021,House,720086.1,12,212,Melbourne - South East,640000
650000,735779.4,2021,House,609502.8,12,213,Melbourne - West,565000
900000,1206575,2021,House,1271918,12,214,Mornington Peninsula,807500
317500,342611.8,2021,House,352825.8,12,215,North West,325000
392500,439910.4,2021,House,451597.5,12,216,Shepparton,409950
440000,524001,2021,House,713396.7,12,217,Warrnambool And South West,447000
425000,491473,2021,House,496388.8,12,501,Bunbury,429000
423000,499293.4,2021,House,465953.7,12,502,Mandurah,399000
940000,1272835,2021,House,1278932,12,503,Perth - Inner,899000
497245,549494.3,2021,House,518281.3,12,504,Perth - North East,467990
547000,635738.4,2021,House,591121.1,12,505,Perth - North West,500000
490000,569033.3,2021,House,534098.4,12,506,Perth - South East,454000
507000,631839.8,2021,House,598916.8,12,507,Perth - South West,478999.5
474000,512846.6,2021,House,777897.5,12,510,Western Australia - Outback (North),460000
330000,346856.1,2021,House,386806.7,12,511,Western Australia - Outback (South),350000
352500,375801.8,2021,House,400349.1,12,509,Western Australia - Wheat Belt,350000
